Page ID,Page name,Disclaimer,Amount spent (AED)
194562360560959,Mada Center Qatar,These ads ran without a disclaimer,≤100
106016765657131,Gama Abacus International,These ads ran without a disclaimer,≤100
112489988356966,ruknalreyadah,These ads ran without a disclaimer,≤100
105379537987948,Keys Soulcare,These ads ran without a disclaimer,≤100
105904558962627,loveme.or.payme,These ads ran without a disclaimer,≤100
147109888636038,Netafim,These ads ran without a disclaimer,≤100
112167498263549,ozlem.andiz,These ads ran without a disclaimer,≤100
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100
34440108608,Net Impact,These ads ran without a disclaimer,≤100
954298964703081,Abbott FreeStyle,These ads ran without a disclaimer,≤100
111290808260124,Nskweo5,These ads ran without a disclaimer,≤100
