Page ID,Page name,Disclaimer,Amount spent (ARS)
109586108797973,Futuro Argentino,Futuro Argentino,420182
825842354122893,Carolina Moises,Carolina Moises,52316
489559001199987,"Diego ""Dingui"" Palmieri",Diego Martin,17564
107027294585957,U. P. B,Jesus Armando Marino,7172
100574855548016,Diego Granda,Diego Granda,5366
424278914423138,Julio Moises,Todos por Jujuy,5336
107029238090602,Rodolfo Tecchi,Rodolfo Tecchi,5160
100890602929498,Jujuy tiene Futuro,Jujuy tiene Futuro,4835
280693540440441,Partido Libertario Palpalá,Partido Libertario Palpalá,4586
113807484660246,Sebastián Copello,Frente de Izquierda,3554
279680135391700,Zona 22,Zona 22,3535
559914167849456,Hector Navarro,Hector Horacio Navarro,2737
355798051672544,Iñaki Aldasoro,Iñaki Aldasoro,2539
101388507938905,Nilson Ortega,Gabriel Nilson Ortega,2463
103128764696092,René Facundo Casas,Rene Facundo Casas,2014
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,1900
553109058086797,Alejandro Snopek,Alejandro Francisco Snopek,1811
441329089401104,Pablo Kozanecki,Ulises Martin Torres,1675
1591400151155337,Conciencia por El Carmen,These ads ran without a disclaimer,1618
915998895230995,Jorgelina Manzano,Ulises Martin Torres,1465
304752613694727,Javier Edgardo Virazate,Javier Edgardo Virazate,1415
106638202362174,Norte Post,Norte Post,1412
108530835549056,Monterrico tiene Futuro,Lucas Cazon,1284
110079031997390,Con Larreta,Con Larreta,1232
1046650002101507,Malvina Gareca,Malvina Mercedes Gareca,1111
107496042309395,Juan Manuel Baigorria,Javier Edgardo Virazate,1080
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,878
118112014561615,Movimiento Tumbaya Crece y Avanza,Movimiento Tumbaya Crece y Avanza,847
142473639655550,Lucio Paz Posse,Lucio Paz Posse,847
114234778298466,Guemes Juntos por el Cambio,Rodrigo Ezequiel Maidana,706
1471624973068591,Bettina Romero,Bettina Romero,628
181639422183951,Dr. Carlos Hugo Funes,Claudio Marcelo Rojas,626
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,622
1908234232793810,Frente Justicialista - Monterrico,Juan Eduardo Ortega,533
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,529
107940494045854,Municipalidad de Embarcación,Claudio Marcelo Rojas,528
715474465134422,Patricia Hucena,Patricia Del Carmen Hucena,511
430711297121505,Que Pasa Jujuy,Tania Micaela Ontiveros,508
111314158611789,Defendamos Lo Nuestro,Defendamos al Campo,473
818807098190442,Pablo Blanco,Graciela Emma Montani,439
206296469923731,Lista 502-Humahuaca,Lista 502-Humahuaca,438
111945051894276,Kike Basualdo,These ads ran without a disclaimer,378
1632364173709710,Juan Cruz Curá,Juan Cruz Curá,370
1411547352487734,Panamericana Embarcacion,Panamericana Embarcacion,313
120356678634935,Santiago Tizón Intendente,Santiago Tizon,300
484757575061442,Gobierno de la Ciudad de Alta Gracia,Municipalidad de Alta Gracia,283
110223582035906,José Intendente Humahuaca,Andres Cussi,270
287386615304441,Jocha Castro Videla,Jose Antonio Castro Videla,259
101996084777901,Mariela Belski,Mariela Belski,239
106277608413948,Felipe Biella,Salta Independiente,226
