Page ID,Page name,Disclaimer,Amount spent (NIO)
105753095781799,SheinXMayor,These ads ran without a disclaimer,≤100
197184453658823,Mujer Verso a Verso,These ads ran without a disclaimer,≤100
100597712218239,Mi Razón de Ser,These ads ran without a disclaimer,≤100
104458994617452,Claypots we are,These ads ran without a disclaimer,≤100
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100
