Page ID,Page name,Disclaimer,Amount spent (JMD)
119151544773109,State of Emergency,These ads ran without a disclaimer,186
111367981869928,,These ads ran without a disclaimer,≤100
82928774489,Panda Security,These ads ran without a disclaimer,≤100
