Page ID,Page name,Disclaimer,Amount spent (NGN)
753031955030992,Atiku-Okowa.com,One Nigeria Movement,12781
273475106700480,Peter Obi Support Network,Wilson Obinna Agu-Thomas,4613
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,1845
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,1845
1663913513914881,English Cameroon for a United Cameroon,English Cameroon for a United Cameroon,817
123838944328164,Rethink Nigeria,Rethink Nigeria,673
116248814706806,Vote4climateng,Adebiyi Agnes,625
103018869332378,BantuPage,Ikechukwu Orji,543
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,456
1617753965111540,Oil and Gas World/Oil Sands Strong,These ads ran without a disclaimer,346
102619289418448,Refined Alliance for Atiku,Pius Ihechi Ikeoba,329
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,317
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,309
654180731859809,T-Police,T-Police,273
1944800148931143,Initiative to Resist Institutional Slavery & Exploitation,These ads ran without a disclaimer,272
100595249525719,Benjamin Kayode Adereti Support Group,Benjamin Kayode Adereti Support Group,270
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,259
2138867006432207,Gobir 2023,Young Progressives Party (YPP),170
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,164
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,152
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,126
126460284139483,Nigerianeye,NigerianEye,≤100
171885956874687,Because Of Our Tomorrow,BOOT Party,≤100
106346245449262,Shadycomics,Shadycomics,≤100
100202924924063,Page 36,Page 36,≤100
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,≤100
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,≤100
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,≤100
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,≤100
100383154696053,Lukaconfu vocal,Lukaconfu vocal,≤100
101836915650800,Veritas MEDIA,THE POLITICO,≤100
2088189391238837,Sheriff TV,These ads ran without a disclaimer,≤100
101622722635138,Advocacy For Good Governance,Nnadi Sunny,≤100
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,≤100
107655755567930,Princess Victoria Ibokette,Umoh Bassey,≤100
430702833721611,StarTrend Int'l Magazine.,These ads ran without a disclaimer,≤100
991055821093351,Itech Computer Center,These ads ran without a disclaimer,≤100
1657481164511097,Advocacy For Children's Right Initiative,These ads ran without a disclaimer,≤100
112291551455207,stevotendency,These ads ran without a disclaimer,≤100
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,≤100
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,≤100
120346118099706,BrandPower,BrandPower,≤100
110073184197491,keepingupwith_theschmalzis,These ads ran without a disclaimer,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
162302373802082,SHAVONE,These ads ran without a disclaimer,≤100
100293155085772,The Sunday Basil Agba Legacy Foundation - SBALF,These ads ran without a disclaimer,≤100
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100
103060401407185,Bayelsa Government New Media,Bayelsa Government New Media,≤100
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,≤100
986013844824671,In Zhejiang,These ads ran without a disclaimer,≤100
104580814933921,Coach Mitchell H.,These ads ran without a disclaimer,≤100
