Page ID,Page name,Disclaimer,Amount spent (USD)
1341276922655491,Juventud Seibana En Acción,Juventud Seibana En Acción,≤100
1617120828505305,Roberto Rodriguez,Roberto Rodriguez,≤100
1531117423771066,Abel24RD,Abel 24,≤100
111522395020384,Miguel Vargas,Miguel Vargas,≤100
108587379178593,miprd,Partido Revolucionario Dominicano,≤100
123391448284422,Alcaldia Salcedo,Alcaldia Salcedo,≤100
106687624223989,Rescate Democratico,Rescate Democratico,≤100
638247539953068,RUBÉN Alcalde,RUBÉN Alcalde,≤100
313531299495671,Alain Peña,Alain Peña,≤100
104355502579032,Frank Ignacio -Regidor 2024-2028,Frank Ignacio -Regidor 2024-2028,≤100
114938904952461,Natanael Gutiérrez Senador,Natanael Gutierrez Senador,≤100
1490448537703166,Carlos Max Martinez,Carlos Max Martinez,≤100
151973052183273,La Revista del Pueblo TV,These ads ran without a disclaimer,≤100
706210266210992,Cmtv Media,Cmtv Media,≤100
