Page ID,Page name,Disclaimer,Amount spent (AED)
193631434303282,Al Tayer Motors,Al Tayer Motors,129
1175283209338350,Zayed The Inspirer,Zayed The Inspirer,123
1429942950553593,Adipec Official,These ads ran without a disclaimer,≤100
102062252685161,Turkey Campus,These ads ran without a disclaimer,≤100
369705626841200,احمد ناصر,These ads ran without a disclaimer,≤100
111783008404135,Thengil Mohammed Andathode,These ads ran without a disclaimer,≤100
101649772814329,candlaxy,These ads ran without a disclaimer,≤100
19746387261,Humane Society International,These ads ran without a disclaimer,≤100
360408823991223,Ĉina Radio Internacia,These ads ran without a disclaimer,≤100
273289456666905,CCECC,These ads ran without a disclaimer,≤100
877732785570355,قناة بلقيس الفضائية Belqees tv,These ads ran without a disclaimer,≤100
275606287530,CEMEX,These ads ran without a disclaimer,≤100
