Page ID,Page name,Disclaimer,Amount spent (GBP)
10677003998,Shelter,Shelter,9050
311627208673,WWF UK,WWF UK,8210
220543443746,International Rescue Committee - UK,International Rescue Committee UK,5705
7715002593,UNICEF UK,Unicef UK,5686
97708339756,Action for Children,Action for Children,4032
102639461303190,Fair Pay For All,Fair Pay For All,3429
7624294394,Amnesty International UK,Amnesty International UK,2765
21242962092,ClientEarth,ClientEarth,2074
514212165305248,Leigh Day,Leigh Day,1997
799576543492660,The Week Junior,The Week Junior,1644
26698813123,British Red Cross,British Red Cross,1627
18044497940,Plan International UK,Plan International UK,1493
37981137361,The Children's Society,The Children's Society,1417
260012884055691,Metropolitan Police Service,Metropolitan Police Service,1402
9250349228,Greenpeace UK,Greenpeace UK,1378
208573062515662,Freedom from Torture,Freedom from Torture,1355
158077247591710,Refuge,Refuge,1271
117476785190,Save the Children UK,Save the Children UK,1227
7527864602,WaterAid UK,WaterAid UK,1189
103662352102391,Family Debt Help,Ian Keith Parsons,1089
35671512696,World Animal Protection UK,World Animal Protection UK,1085
13047522725,Crimestoppers,Crimestoppers,1074
121936349543,World Vision UK,World Vision UK,1015
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,985
353224381469808,ifaw,IFAW,970
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),890
348366988862054,Oxfam Campaigns,Oxfam Great Britain,878
241312696375349,National Education Union,National Education Union,876
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,863
117509421272,St Mungo's,St Mungo's,854
39605200520,ActionAid UK,ActionAid UK,851
1613092172114946,DWP Digital,Department for Work and Pensions,838
722939897742608,The Co-operative Bank,The Co-operative Bank,799
30349161852,Eden Project,Eden Project,796
13533633585,National Trust,National Trust,736
268801635305,Breast Cancer Now,Breast Cancer Now,681
177855115588808,The Week UK,The Week UK,674
108951391565231,Help to Heat,Huw John Llewellyn,669
246872175166,Action Against Hunger UK,Action Against Hunger UK,644
1660600037490738,Guardian Labs,Guardian Labs,605
698773137204706,Give My View,Built-ID,585
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,539
6233536938,War Child UK,War Child UK,525
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,462
116625838402686,FareShare,FareShare,461
101958682650112,ESG UK,Energy Saving Grants,436
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,389
91484672241,Toilet Twinning,Toilet Twinning,376
59304777880,YMCA England & Wales,YMCA England & Wales,367
106946654868342,Water's Worth Saving,Water UK,363
34341434454,Comic Relief,Comic Relief,359
1046117708754519,Care4Calais,Care4Calais,358
547761111920012,Anglian Water - Love Every Drop,Anglian Water,352
249209468838241,Good Law Project,Good Law Project,343
105135382234851,Warm This Winter,Warm This Winter,333
101255718164248,350 UK,350.org,330
97116898596,Sightsavers,Sightsavers,318
603389616739829,Bite Back 2030,Bite Back 2030,308
490007667679401,Hugh James,Hugh James,299
198081311536,"Natural History Museum, London",The Trustees of the Natural History Museum,298
202798122688,Chatham House,Chatham House,289
227427673437,Tree Aid,Tree Aid,288
127031794038958,Blue Marine Foundation,Blue Marine Foundation,284
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,277
274651352565844,Oltco Ltd,Oltco Ltd,276
290498754454402,European Movement UK,European Movement UK,274
47612991154,Dignity in Dying,Dignity in Dying,268
7043497714,Christian Aid,Christian Aid,260
112712550420527,Sumofus UK,SumOfUs,253
59367068326,The Ramblers,The Ramblers,252
25749647410,The Labour Party,The Labour Party,249
2558329857727118,Families In Debt,Families in debt,244
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,243
103835971750,Orbis UK,Orbis UK,236
143950688997864,London Recycles,London Waste and Recycling Board,228
107310464728068,Britain Remade,BRM Futures Limited,225
7214031395,Oxfam Great Britain,Oxfam Great Britain,221
8270524646,Alzheimer's Society,Alzheimer's Society,218
126686317362835,The HALO Trust,The Halo Trust,214
6708565748,CBM UK,CBM UK,213
912590792245688,NHS Negligence Claims,Online Legal Limited,210
358706239805,Scope,Scope,209
1682367945366856,POWER Film,Power Film,206
10986039307,VSO,VSO,205
54605029793,British Medical Association,British Medical Association,194
135456716565905,Guardian Jobs,Guardian Jobs,183
107154758854119,York and North Yorkshire Devolution,York and North Yorkshire Devolution,175
110538548040758,Care2 UK,John Ayling & Associates,165
1077114302479444,Bath & West Community Energy - BWCE,BWCE,159
13695746395,Guide Dogs UK,Guide Dogs,155
1721275931466984,The Reclaim Party,The Reclaim Party,155
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),152
18168505158,The Woodland Trust,Woodland Trust,151
873550809444862,Mighty Earth,Mighty Earth,146
1450681158291594,Counter Terrorism Police UK,Counter Terrorism Police UK,143
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,139
112845639376,Refugee Action,Refugee Action,139
949047155159569,ConnectFutures,ConnectFutures with Facebook Ad Credits,136
139695000173,Good Energy,Good Energy,133
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,128
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,120
1586251881644270,Keir Starmer,The Labour Party,118
124471347603278,Positive Money UK,Positive Money,116
102567371548459,Bin Twinning,Toilet Twinning,112
2047806148766050,Animal Equality UK,Animal Equality UK,111
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,109
102129859040480,Giverr,These ads ran without a disclaimer,106
3190660567626119,Dad’s In Debt.,Dadsindebt,105
609478472439399,MCard,West Yorkshire Combined Authority,104
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,103
358706239805,Scope,Scope,102
195754307110390,Right To Life UK,Right To Life UK,≤100
265565040237871,USPG,USPG,≤100
404114017051274,The Proud Trust,The Proud Trust,≤100
32514078659,Liberty,Liberty,≤100
349596960793,Leeds City Council,Leeds City Council,≤100
46074836918,The Trussell Trust,Trussell Trust,≤100
303381303198329,Local Government Boundary Commission for England,LGBCE,≤100
20995300784,Green Party of England and Wales,Green Party of England and Wales,≤100
61950489543,Labour North West,The Labour Party,≤100
208259529191152,Aid to the Church in Need UK,Aid to the Church in Need UK,≤100
211614899544570,Long Live The Local,British Beer & Pub Association,≤100
87993564181,London Wildlife Trust,London Wildlife Trust,≤100
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,≤100
26321373907,AKT,akt (Albert Kennedy Trust),≤100
295803323870555,Earthwatch Europe,Earthwatch Europe,≤100
134678860688,Lambeth Council,Lambeth Council,≤100
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),≤100
329002307237063,Providence Row Housing Association,Sirman and Lee,≤100
11711946230,Changing Faces,Changing Faces,≤100
219947610085,Marine Conservation Society,Marine Conservation Society,≤100
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),≤100
114651147002520,SSE Energy Solutions,SSE,≤100
8422578815,Soil Association,Soil Association,≤100
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100
388650307829032,Rachel Reeves,Office of Rachel Reeves MP,≤100
109521288484771,Best of Enemies,SINE Digital,≤100
46852258376,Anti-Slavery International,Anti-Slavery International,≤100
200607304110592,Generation UK,"Generation: You Employed, UK",≤100
433758463400561,Equation,Equation,≤100
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,≤100
346684596111093,KinKind,KinKind Ltd,≤100
41819722370,CAP - Christians Against Poverty UK,Christians Against Poverty,≤100
163273590367943,Elton John AIDS Foundation,Elton John AIDS Foundation,≤100
193317391840,London Borough of Richmond upon Thames,London Borough of Richmond upon Thames,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
195913827088337,Doctors of the World UK,Doctors of the World UK,≤100
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",≤100
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,≤100
100294524873469,On the Edge,On The Edge Conservation,≤100
157492274367801,Cruelty Free International,Cruelty Free International,≤100
100651718058538,The Commitment,The Commitment,≤100
285264695603,Pie Factory Music,Pie Factory Music,≤100
113406386878484,FairChecks,FairChecks,≤100
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,≤100
25010947137,ShelterBox,ShelterBox,≤100
64955332909,Sage,Sage,≤100
535040816685041,West Midlands Combined Authority,West Midlands Combined Authority,≤100
1536244863288071,Terravesta,Terravesta,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
102959175630065,Net Zero Now,Net Zero Now Ltd,≤100
101064776613325,Charles Tyrwhitt,Charles Tyrwhitt,≤100
175584152579855,Unite the union,Unite the union,≤100
617476271637848,Usdaw Union,"the Union of Shop, Distributive and Allied Workers",≤100
107667846010490,EMERGENCY NGO,EMERGENCY UK,≤100
18366996074,War on Want,War on Want,≤100
164718350242578,Oxford City Council,Oxford City Council,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
104099795878007,"New Solar Project in Postling, Hythe",RNA Energy Ltd,≤100
264444526901270,Human Aid UK,Human Aid UK,≤100
163862575762,Embrace the Middle East,Embrace the Middle East,≤100
5883973269,Liberal Democrats,"and promoted by the Liberal Democrats, 1 Vincent Square, London, SW1P 2PN.",≤100
169042736456594,All Out,All Out,≤100
104117508042217,Spitting Image,Fifty Technology Ltd.,≤100
101137009519656,Agent prasowy,These ads ran without a disclaimer,≤100
100854403381908,Pay Justice,Pay Justice,≤100
71409503111,Manchester City Council,Manchester City Council,≤100
1180347242033884,Sandwell Conservatives,Mr William David Gill,≤100
309516492418162,Leeds-List.com,Leeds-List,≤100
569834799727730,National Grid UK,National Grid UK,≤100
113728932022446,Internet Watch Foundation,Internet Watch Foundation,≤100
108014850627784,Bloomberg Connects,These ads ran without a disclaimer,≤100
39556650565,League Against Cruel Sports,League Against Cruel Sports,≤100
165000236850106,Hackney Council,Hackney Council,≤100
105213446201178,International Justice Mission,International Justice Mission with Facebook Ad Credits,≤100
