Page ID,Page name,Disclaimer,Amount spent (CRC)
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,1675
643513979193133,Justicia para Beatriz,Neuma,758
100248039454311,Mi Canton Digital,Mi Canton Digital,560
101232055514771,Yonder Salas - Diputado,Yonder Salas - Diputado,528
102084562479533,Digital506,Digital506,293
265843867173714,La Revista,La Revista,285
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,253
102643532445938,Ada Acuña - Diputada,Jacqui Solano,≤100
856012741442139,Ipas LAC,Neuma,≤100
907478086066710,The Stephen 3 •Influencers•,These ads ran without a disclaimer,≤100
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,≤100
