Page ID,Page name,Disclaimer,Amount spent (ARS)
121558597580863,Celeste Ascúa,Frente de Todos,12893
1452353831716808,Gustavo Canteros,Proyecto Corrientes,12474
1607681686180608,Augusto Suaid,Augusto Suaid,9146
204401556350395,Gustavo Valdés,Gustavo Valdés,5836
109586108797973,Futuro Argentino,Futuro Argentino,5550
129799846687423,Levantémonos,Levantemonos,4793
141882839166950,Tres Lineas,Tres Lineas,3985
291254690958520,Gobierno de Corrientes,Gobierno de Corrientes,3448
110079031997390,Con Larreta,Con Larreta,3218
111314158611789,Defendamos Lo Nuestro,Defendamos al Campo,2855
103088924366000,Noticias d,Noticias d,2145
260217841057049,Consultora Tendencias,Consultora Tendencias,1800
105933872199149,Mística,Demos Vuelta la Argentina,1418
381280145568609,Martín Tincho Ascúa,Frente de Todos,1243
108261190561002,Laura Sprovieri,Laura Sprovieri,884
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,849
1565978637002247,Peteco Vischi,Eduardo Alejandro Vischi,807
214152438919953,Municipio de Resistencia,Municipio de Resistencia,805
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,766
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,653
100442102313952,ECO + Vamos Corrientes,ECO + Vamos Corrientes,606
106611964758390,Santiago Pérez Pons,Chaco Gobierno de Todos,587
419372375098772,PACO Achitte,Eduardo Alfredo Achitte,538
110890318187982,Escucharte Santa Fe,Escucharte Santa Fe,471
132751396871186,German Braillard,Frente Renovador,465
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,444
390606981676723,Susana Torres,Susana Compromiso por San Luis,395
1228444987284670,Gobierno de Santiago del Estero,Gobierno de Santiago del Estero,372
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,338
107022228690687,Jornada Nacional,Jornada Nacional,285
1982064771891224,Juan Carlos Bacileff Ivanoff,Juan Carlos Bacileff Ivanoff,282
642047375905348,Gastón di Castelnuovo,Gaston Di Castelnuovo,277
1488831318060288,Unión Europea en Argentina,Delegación de la Union Europea,258
101996084777901,Mariela Belski,Mariela Belski,248
544986472243896,Data Diario,Data Diario,221
