Page ID,Page name,Disclaimer,Amount spent (UYU)
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,1284
2229936167288652,Juan Sartori,Equipo Juan Sartori,682
105896849068225,Great job,These ads ran without a disclaimer,233
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,153
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,141
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,137
101576612559854,Encuentro ENFA,Encuentro EnFA,111
316246769083069,Corruptos Radio,Juan Andrés Gómez Robaina,≤100
104979284820672,CIEEN,These ads ran without a disclaimer,≤100
106300075678269,Nación Pensante,These ads ran without a disclaimer,≤100
