Page ID,Page name,Disclaimer,Amount spent (IDR)
23383061178,Prabowo Subianto,indonesia Adil makmur,216895
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,120972
111486288379371,G24 Golkar Sulteng,Yayasan Golkar Institut SPKP,97784
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,69472
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,53129
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,52612
104940148858518,Bersama Mbak Puan,Bersama Puan,48011
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,39567
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,32042
102122622640795,Catatan Menko Airlangga,Yayasan Golkar Institut,26039
104769328970097,Joedea Aris Theofilus,Partai Solidaritas Indonesia,22798
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,20892
101203454841155,Kota Kite,Prayogo,13778
197545083607941,Harian Kompas,Harian Kompas,12469
104622532469179,Populis,Aditia Ramdani,8739
106883058905796,Tanda Seru,Aditia Ramdani,8272
101428652793656,Readktif,Aditia Ramdani,7582
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,7052
173776079818775,Saiful Mujani,Saidiman,6873
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,5445
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,4338
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,3619
102317908914727,Climate Justice Indonesia,Climate Justice Indonesia,3598
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,3411
100398849135155,Sandiku Sayang,Iwan Hardiansyah,3346
202555993805088,Caption,Ganjar Nusantara Indonesia,3274
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,3241
110952238516382,Kiki Daliyo,Juniar Dwi Harianto,3091
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,2955
100493776029547,SiCaleg - Aplikasi Pemilihan Legislatif,SiCaleg,2948
110056788323890,Pikiran Indonesia,Ganjar Nusantara Indonesia,2908
105195635486519,Klise Nusantara,Ganjar Nusantara Indonesia,2767
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,2657
101338198587608,Indonesia Luar Biasa,Ganjar Nusantara Indonesia,2621
100147872667354,Kata Nusantara,Ganjar Nusantara Indonesia,2223
107965558190911,Bansos by DTKS,Mirza Eko Purwanto,2074
108511588277325,Galeria Konveksi,Solehudin,1995
104830667806476,Melihat Indonesia,Melihat Indonesia,1824
756567881057213,Airlangga Hartarto,Airlangga Hartarto,1768
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,1698
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,1691
103581752405141,Sobar Harahap,Septian Raharjo,1650
107565455160464,Indonesia Opini,Ganjar Nusantara Indonesia,1521
110750361762052,Pikiran Rakyat,Desta Darmawansyah,1462
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,1285
101101492306034,Mega News,Siti Sarah Iskandar,1241
103421759149899,Geocorner Indonesia,Geocorner,1220
103581752405141,Sobar Harahap,Juniar Dwi Harianto,1220
111874238435241,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,1144
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,1104
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,1060
100676262667808,Story Nusantara,Ganjar Nusantara Indonesia,1051
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,1012
108676115131939,Nusantara Cerdas,Ganjar Nusantara Indonesia,986
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,771
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,711
100879728277263,100 Juta Like Fans Berat Jokowi-Ahok,H. Dimjati,690
110952238516382,Kiki Daliyo,Dwi Wantoro,640
108156498584853,Tetap Puan,Marabunta Family Cyber,539
138714910025360,Saidiman Ahmad,Saidiman,471
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,407
699823740179321,IndonesiaBaik.Id,These ads ran without a disclaimer,364
109635261356229,"Bornok Simanjuntak, SH, MH",Bornok Simanjuntak,312
211489955729025,KompasData,Harian Kompas (PT Kompas Media Nusantara),301
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,292
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,267
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,243
100739975934515,Kemajuan Tanah Air,Muhammad Miftakhunnaim,231
164800207258203,SUARANTB.com,SUARANTB.com,224
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,210
101403669397488,Nikmatul Sugiyarto,Ganjar Nusantara Indonesia,210
150519098896245,kumparanMOM,PT. Dynamo Media Network,203
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,176
104843487722931,Portal Islam id,Portal Islam ID,171
748306718584642,ERM Academy,These ads ran without a disclaimer,171
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,135
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,107
310703725949149,Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko,These ads ran without a disclaimer,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
