Page ID,Page name,Disclaimer,Amount spent (USD)
129803967052432,Consejo Nacional Electoral del Ecuador,Consejo Nacional Electoral del Ecuador,813
171207200247815,Roberto Cornejo,Julio Roberto Cornejo Balseca,294
202378653849689,Darío Macas,Roberto Francisco Armijos Hernandez,281
101546666162581,Encuestas El Oro - Ecuador,Encuestas El Oro,≤100
105084748054409,Carlos Rodríguez,Carlos Alberto Rodriguez Riofrio,≤100
1475524199411045,Ligia Naula,Satlin Rafael Ramon Herrera,≤100
227641650697247,Francisco Minuche,Félix Farías,≤100
376460449142641,Carlos Víctor Zambrano Landín,Jonathan Brayan Balcazar Cely,≤100
1323888624375344,Cecilia Román,Cecilia Román,≤100
114164328214990,Carlos Aguilar,Carlos Alberto Aguilar Peñaloza,≤100
314956486110955,Jenny Machuca,Jenny Machuca,≤100
107662830709681,Santiago Campoverde,Herman Santiago Campoverde Laiza,≤100
1517290031877104,RC5 Santa Rosa,Cecilia Román,≤100
101228012769498,Betty Cordova,Betty Milady Cordova Vargas,≤100
111943841337327,"Antonio ""Toño"" Jara",Marco Antonio Jara Bad,≤100
100848672800182,Consulta Ciudadana Ec,Consulta Ciudadana Ec,≤100
109694740822925,Gabriel Ugarte,Gabriel Ugarte,≤100
102316945891180,Katherine Pacheco M.,Fabricio Zambrano,≤100
268672310472234,Ana Cobos R.,Ana Elizabeth Cobos Rivas,≤100
363247223714714,Ministerio Inclusión Económica Social Ecuador,MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,≤100
275119139823493,Jovanny Coronel,Jerry Jovanny Coronel Castillo,≤100
105971121558645,La Verdad Digital,These ads ran without a disclaimer,≤100
275787935894608,Mishel Soto,Mishel Soto Blacio,≤100
110548067875740,José Sánchez,José Sánchez Reyes,≤100
110187568356701,Alexandra Soto - Construyendo Comunidad,Pedro Javier Ponguillo Garcia,≤100
104808108499562,Andréi Sánchez,Mauricio Flor,≤100
100299809475485,Nelson Aguirre JN,Christhiam Joe Ontaneda Rios,≤100
103449972417961,Yeleny Coello Orozco,Yeleny Coello,≤100
111839081501660,Peter Ortega,Peter Ortega,≤100
348159156017044,Mayra Ramírez,Mayra Anabel Ramirez Aponte,≤100
108814468659804,Kurt Serrano,Kurt Serrano,≤100
213956373990853,Jorge Loayza Delgado,Jorge Humberto Loayza Delgado,≤100
140019043330175,Oscar Ayerve,Oscar Rene Ayerve Rosas,≤100
108033398592021,Douglas Alaña Jerves,Mauricio Alaña Jimenez,≤100
108657847619569,Goberna Ecuador,Goberna Ecuador,≤100
107200628904407,Paco Delgado,Paco Delgado,≤100
1428310440732616,Sebastián Cevallos,Rodrigo Sebastian Cevallos Vivar,≤100
106360285419022,Jimmy Valverde Peláez,Jimmy Cristhian Valverde Peláez,≤100
101695839359352,Angel Chacaguasay Flores,Angel Chacaguasay,≤100
106524642069871,Jaime Juela,Guayas Avanza,≤100
1574664112833285,Correístas,Ecuador Informado,≤100
1535391720045553,Ruth Caldas Arias,Ruth Caldas Arias,≤100
107003248633749,Sandy Gomez,Jackson Ronquillo,≤100
497457597320898,Jose Rosado Cevallos,Jose Rosado Cevallos,≤100
105575258210401,Nicole Bonifaz Candidata al CPCCS 2023,Nicole Bonifaz,≤100
1836731643319030,Machala Noticias,These ads ran without a disclaimer,≤100
101096035858196,Walter Loayza,Walter Loayza,≤100
102868228794800,Melina Villacrés,Melina Villacres,≤100
1122125837943832,Lenin Aguilar,Lenin Fabian Aguilar Aguirre,≤100
103521251059188,Rafael Lituma,Rafael Lituma,≤100
101233041324639,JRE Ecuador,Domenica Camila Aguirre Macas,≤100
714677181953662,Cristian Zamora - Concejal de Cuenca,Cristian Zamora,≤100
104983249076001,Elmer Gallardo,Elmer Ubaldo Gallardo Asanza,≤100
2221570604786246,Primicias,Primicias,≤100
2000274223590054,Galo Zambrano Alcalde,Galo Silvano Zambrano Acosta,≤100
544182242727972,Yari Tinoco,These ads ran without a disclaimer,≤100
105539772365757,Mentordemy,Mentordemy,≤100
491483914537134,Guillermo Serrano,Christhiam Joe Ontaneda Rios,≤100
106293975463462,Mayra Alava,Lourdes Alava,≤100
323061501783622,Concejala Analía Ledesma García,Analía Ledesma García,≤100
237501700522397,Daniela Asan Torres,Andrea Cevallos,≤100
495225060514172,Degso,Gabriela Veronica Chango Hermoza,≤100
103103905525783,Paul Ortega,Paul Ortega,≤100
101844371776009,Voto Informado Ecuador,Ciudadanía y Desarrollo,≤100
215067441969546,La Ultima Noticia de Naranjito,LA ULTIMA NOTICIA,≤100
108538841996792,Félix Javier Manjarrés,Félix Javier Manjarrés Arias,≤100
105575258210401,Nicole Bonifaz Candidata al CPCCS 2023,These ads ran without a disclaimer,≤100
788384531282129,Rossana Cevallos,Jessica Veronica Bravo Bravo,≤100
102823644882450,Pedro Pablo Moran 2023,Pedro Pablo Moran Marchan,≤100
101056676141616,Asesoría Política - Goberna Ecuador,Goberna Ecuador S.A.S,≤100
385224688270322,Carlos Falquez Batallas,Alejandro Alberto Castro Berru,≤100
189474325001666,Estefany Chica,Estefany Chica,≤100
579966648781917,María José Carrión,Maria Jose Carrion Cevallos,≤100
965218816913719,Producciones Román,Manuel Alejandro Roman Loor,≤100
104163552345011,Rocío Ávila Cox,Francisco Lecaro Robles,≤100
195488207272178,Ciudadanía y Desarrollo,Ciudadanía y Desarrollo,≤100
576293326050856,Daniel Villavicencio - Concejal de Paute,Carlos Daniel Villavicencio Pesantez,≤100
129933377054758,Achpe - Asociación Nacional de Clínicas y Hospitales Privados del Ecuador,"Asociación Nacional de Clínicas y Hospitales Privados del Ecuador, ACHPE",≤100
107285866588682,Roberta Zambrano Ortíz,Roberta Zambrano Ortíz,≤100
171870950030850,Teodoro Gallegos Salem,Benigno Teodoro Gallegos Salem,≤100
223539761524901,Cesar Troya Mayorga,Cesar Troya Mayorga,≤100
105219802326054,Marcela Paredes,Marcela Paredes,≤100
779788855474670,Ambato Noticias,AMBATO LIBERTAD,≤100
102471594933086,"Edgar Quezada ""El Asambleista Del Pueblo""",Edgar Patricio Quezada Patiño,≤100
100773761298526,Dra. Johanna Espinoza A.,These ads ran without a disclaimer,≤100
103312708542356,Bella Fiallos- Bienes raíces  Asesoría,Bella America Fiallos Castillo,≤100
103981152451101,Shirley Ceballos,Shirley Ceballos,≤100
711425465620039,Antonio Espinoza Infante,These ads ran without a disclaimer,≤100
336960923666379,Alcaldía De Milagro,Joss Melissa Vera Miranda,≤100
2174951136066727,Amigos De John Vinueza,John Henry Vinueza Salinas,≤100
104051801973062,Mateo Flores,Mateo Sebastian Flores Calderon,≤100
631308090300301,Observatorio Legislativo Ecuador,Ciudadanía y Desarrollo,≤100
102389959304205,Diego Bucheli,Gabriel Eduardo Bucheli Oñate,≤100
1049889138552094,Ing. Sandra Nogales Véliz,Sandra Nogales Véliz,≤100
