Page ID,Page name,Disclaimer,Amount spent (GBP)
311627208673,WWF UK,WWF UK,6178
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,5004
102639461303190,Fair Pay For All,Fair Pay For All,4090
10677003998,Shelter,Shelter,3731
61863318139,World Resources Institute,World Resources Institute with Facebook ad credits,2919
7715002593,UNICEF UK,Unicef UK,2529
9250349228,Greenpeace UK,Greenpeace UK,2000
799576543492660,The Week Junior,The Week Junior,1692
158077247591710,Refuge,Refuge,1364
21242962092,ClientEarth,ClientEarth,1042
7214031395,Oxfam Great Britain,Oxfam Great Britain,1032
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,946
121936349543,World Vision UK,World Vision UK,932
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),884
348366988862054,Oxfam Campaigns,Oxfam Great Britain,839
40409120801,Refugee Council,Refugee Council,817
35671512696,World Animal Protection UK,World Animal Protection UK,764
1660600037490738,Guardian Labs,Guardian Labs,758
514212165305248,Leigh Day,Leigh Day,739
1613092172114946,DWP Digital,Department for Work and Pensions,650
7527864602,WaterAid UK,WaterAid UK,611
103662352102391,Family Debt Help,Ian Keith Parsons,592
117476785190,Save the Children UK,Save the Children UK,558
353224381469808,ifaw,IFAW,557
7043497714,Christian Aid,Christian Aid,480
18168505158,The Woodland Trust,Woodland Trust,462
698773137204706,Give My View,Built-ID,445
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,430
37981137361,The Children's Society,The Children's Society,419
13047522725,Crimestoppers,Crimestoppers,334
106946654868342,Water's Worth Saving,Water UK,329
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,328
274651352565844,Oltco Ltd,Oltco Ltd,275
39605200520,ActionAid UK,ActionAid UK,269
220543443746,International Rescue Committee - UK,International Rescue Committee UK,265
158077247591710,Refuge,Refuge with Facebook ad credits,265
841894835830532,Electoral Commission UK,Electoral Commission UK,261
116625838402686,FareShare,FareShare,258
7624294394,Amnesty International UK,Amnesty International UK,255
912590792245688,NHS Negligence Claims,Online Legal Limited,247
59367068326,The Ramblers,The Ramblers,240
10986039307,VSO,VSO,235
490007667679401,Hugh James,Hugh James,233
112712550420527,Sumofus UK,SumOfUs,232
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,229
47612991154,Dignity in Dying,Dignity in Dying,221
1450681158291594,Counter Terrorism Police UK,Counter Terrorism Police UK,210
1046117708754519,Care4Calais,Care4Calais,209
358706239805,Scope,Scope,196
107310464728068,Britain Remade,BRM Futures Limited,195
109068935780411,Versus Arthritis,Versus Arthritis,187
2558329857727118,Families In Debt,Families in debt,186
1682367945366856,POWER Film,Power Film,185
18044497940,Plan International UK,Plan International UK,172
6708565748,CBM UK,CBM UK,170
97708339756,Action for Children,Action for Children,169
547761111920012,Anglian Water - Love Every Drop,Anglian Water,163
111339325988454,The Coders Guild,The Coders Guild,162
101255718164248,350 UK,350.org,159
110538548040758,Care2 UK,John Ayling & Associates,156
208573062515662,Freedom from Torture,Freedom from Torture,154
7950759473,Cancer Research UK,Cancer Research UK,148
195754307110390,Right To Life UK,Right To Life UK,144
59304777880,YMCA England & Wales,YMCA England & Wales,143
64955332909,Sage,Sage,130
25749647410,The Labour Party,The Labour Party,122
1586251881644270,Keir Starmer,The Labour Party,121
