Page ID,Page name,Disclaimer,Amount spent (PLN)
513969188677442,Compassion Polska,Compassion Polska,≤100
142614625077,WWF Polska,WWF Polska,≤100
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,≤100
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100
170854966281100,Wspólnota Burego Misia,Fundacja Wspólnoty Burego Misia im. Bogdana Jańskiego,≤100
100345201929993,Born in EU,Fundacja Centrum im. prof. Bronisława Geremka,≤100
159205967423152,Stowarzyszenie Sursum Corda /w górę serca/,H4People,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
160181130796814,Fundacja ADRA Polska - ADRA Poland,Fundacja ADRA Polska,≤100
91021863613,Szlachetna PACZKA,Stowarzyszenie Wiosna,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
185265414715,Onet,Onet,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
