Page ID,Page name,Disclaimer,Amount spent (PYG)
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,21723
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,14482
1510805942583059,Norma Zarate de Monges,Norma Zarate,14354
725834240910220,Noticiero Paraguay,Noticiero Paraguay,1606
104910872339428,Carlos Miguel Alfaro Duarte,Carlos Miguel Alfaro Duarte,855
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,596
331956456859091,Marcelo Duarte,Rocio Magali Moreno Vera,522
114575858233744,Federico Campos LM Senador 15-4,Federico Campos LM Senador 15-4,375
109846981881280,Arlene Aquino Morel,Edith Arlene Aquino Morel,337
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,261
110258800564741,Ing. Luis Riveros,Luis Riveros,241
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,183
943824938962084,Luis Fernando,Luis Carlos Arce,≤100
646122598841051,Zacarias GR Concejal Departamental 2023,Zacarias GR Concejal Departamental 2023,≤100
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,≤100
179855312221800,SERNA GROUP,These ads ran without a disclaimer,≤100
