Page ID,Page name,Disclaimer,Amount spent (PKR)
108032181861181,Suno News HD,Suno News HD,≤100
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,≤100
105412451500076,Mian Hassan Yousaf,Mian Hassan Yousaf,≤100
977981842265214,Pukaar,Pukaar,≤100
97429917898,ProPakistani,ProPakistani,≤100
118732717848891,worldtrevel,These ads ran without a disclaimer,≤100
204305176293161,Alamgir Khan,Alamgir Khan,≤100
113870800131466,H.I Allama Raja Nasir Abbas Jafri,Muhammad Dilawar,≤100
101269169346393,Barrister Abdullah Mumtaz Kahloon,Barrister Abdullah Mumtaz Kahloon,≤100
148143495361532,Hafiz Farhat Abbas,Hafiz Farhat Abbas,≤100
1706863532970589,Nasir Hashmi,Osama Rehman Butt,≤100
389438921109161,Touseef Abbasi,Touseef Abbasi,≤100
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",≤100
111021638285303,Chaudhry Aurangzeb,Chaudhry Aurangzeb,≤100
