Page ID,Page name,Disclaimer,Amount spent (BSD)
137651823623470,Office of the Prime Minister - The Bahamas,The Office of The Prime Minister Bahamas,≤100
114606549484,Philip Brave Davis,The Office of The Prime Minister Bahamas,≤100
108786101365665,Senator Maxine Seymour,Maxine Valarie Seymour,≤100
