Page ID,Page name,Disclaimer,Amount spent (UYU)
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,≤100
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
1496397947313142,Edil Diego Guevara,Diego Enmanuel Guevara Crosi,≤100
383445061841675,Casa Grande FA,Casa Grande,≤100
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,≤100
161167493927857,Asociación Educar,These ads ran without a disclaimer,≤100
105890128155344,Hidroponía Completo,These ads ran without a disclaimer,≤100
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100
