Page ID,Page name,Disclaimer,Amount spent (NIO)
112547942212853,El Kolectivo San Jacinto,These ads ran without a disclaimer,≤100
333541433377510,Plastico.com,These ads ran without a disclaimer,≤100
84739343457,Motor.es,These ads ran without a disclaimer,≤100
