Page ID,Page name,Disclaimer,Amount spent (CRC)
102084562479533,Digital506,Digital506,1640
123191400766960,Incubadora +Cr,+Costa Rica,1310
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,543
265843867173714,La Revista,La Revista,193
112731733833728,Familias: Ahora,These ads ran without a disclaimer,≤100
105655721900130,Diputada Johana Obando,Juan Andres Vasquez Quiros,≤100
101375582509907,Juan Barahona,These ads ran without a disclaimer,≤100
117476041631671,AmCham Costa Rica,AmCham Costa Rica,≤100
342543309244937,People in Need América Latina,These ads ran without a disclaimer,≤100
100904822517086,Non-trivial,These ads ran without a disclaimer,≤100
