Page ID,Page name,Disclaimer,Amount spent (UYU)
2229936167288652,Juan Sartori,Equipo Juan Sartori,272
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,202
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,≤100
420207241325309,Plumasul,These ads ran without a disclaimer,≤100
316246769083069,Corruptos Radio,Juan Andrés Gómez Robaina,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
146884499513397,Fundación ECCO,These ads ran without a disclaimer,≤100
335199459902118,Gea Logistics,These ads ran without a disclaimer,≤100
112779380480709,Huella Colibrí,These ads ran without a disclaimer,≤100
