Page ID,Page name,Disclaimer,Amount spent (VND)
105126639305901,Lương Y Phạm Văn Thanh - Việc Tử Tế VTV1,These ads ran without a disclaimer,50291
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,48572
104143465337224,Cùng Nhau Khởi Nghiệp,These ads ran without a disclaimer,23577
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,23502
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,12590
347672075424746,Luật Quốc Bảo,These ads ran without a disclaimer,11979
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,9221
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,7317
101143626015529,Phạm Văn Thanh,These ads ran without a disclaimer,5813
108035415198297,Phạm Văn Thanh - Lương Y Vùng Cao,These ads ran without a disclaimer,5147
654396084640049,IMM GROUP,IMM Group,3394
231483033583144,RMIT University Vietnam,These ads ran without a disclaimer,3343
101822809264414,Tài Liệu Giá Rẻ,These ads ran without a disclaimer,3027
104179451932110,Viện phục hồi Da TW,These ads ran without a disclaimer,2737
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,1805
1594005334231968,Daedong Korea Ginseng,These ads ran without a disclaimer,1741
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,1535
1892002201053833,Muối Concept,These ads ran without a disclaimer,987
102248822502274,Thầy thuốc Phạm Văn Thanh - Sức Khỏe Cho Người Tiểu Đường,These ads ran without a disclaimer,855
111747241974155,Jewelry & Style - Thời Trang và Phong Cách,These ads ran without a disclaimer,815
108685817326606,Truther Piece Official,These ads ran without a disclaimer,636
1433703283355526,Tủ Sách Pháp Luật,These ads ran without a disclaimer,616
251844560040085,Sách Hay Mỗi Ngày,These ads ran without a disclaimer,165
108828688294819,TIỆM SÁCH RATEL,These ads ran without a disclaimer,≤100
