Page ID,Page name,Disclaimer,Amount spent (CRC)
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,3804
100248039454311,Mi Canton Digital,Mi Canton Digital,1386
102851155670931,mUEve,mUEve,739
1564830553770208,Encuentro Municipal,Jose Luis Jimenez Robleto,456
123191400766960,Incubadora +Cr,+Costa Rica,355
265843867173714,La Revista,La Revista,216
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,211
529759470407402,Nelson Ugalde Rojas,Nelson Ugalde Rojas,≤100
108415558812191,"Asoc, Independiente de Ganadería de Abangares",These ads ran without a disclaimer,≤100
2625830587446096,Platano Gucci,These ads ran without a disclaimer,≤100
100508562815254,Juan Diego González Picado,Juan Diego González Picado,≤100
1803798173247388,NDC Solutions,These ads ran without a disclaimer,≤100
104592172188409,Best Novel,These ads ran without a disclaimer,≤100
