Page ID,Page name,Disclaimer,Amount spent (ILS)
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,3029
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,1485
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1070
107217383988190,מגזין אפוק,Epoch Magazine,1003
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,654
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,619
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,586
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",442
790149967713981,דרכנו,דרכנו,425
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,414
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,393
1073548259341247,לובי 99,לובי 99,376
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,342
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,327
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",319
114201461733889,"מיכאל וידל- ראש עיריית רמלה, העמוד הפוליטי",ראש העיר מיכאל וידל,265
295211077200566,מרצ כפר סבא,מרצ כפר סבא,256
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,255
204780362875106,מקור ראשון,מקור ראשון,253
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,234
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,218
100978407934166,תנועה ישראלית,Israeli Movement,217
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,204
104451956273575,נאמני תורה ועבודה,נאמני תורה ועבודה,197
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,188
298350000726503,רחלי כדורי לראשות מועצת אורנית,רחלי כדורי לראשות מועצת אורנית,178
562315384163994,עדי לוי סקופ לראשות העיר כפר סבא,עדי לוי סקופ לראשות העיר כפר סבא,176
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",173
112848572066805,מחאת ההייטק,מחאת ההייטק,171
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,חן שרייבר,170
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,153
1010890709085110,תומר יעקב,תומר יעקב,151
615531405455497,הדר לביא,הדר לביא,151
175285029214345,הציונות הדתית,ציונות דתית,150
240220956154452,שירי חגואל - סיידון,נתניה אחת,148
137449656335533,Amnesty International Israel,Amnesty International Israel,147
531891887148785,הראל שהם - Harel shoham,הראל שהם - Harel shoham,147
108115348997001,מידן בר לראשות מועצת עמק חפר,מידן בר,144
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,144
560708820628900,הגיע זמן חינוך,"קרן טראמפ בע""מ",141
100150135880863,תכלית - המכון למדיניות ישראלית,Tachlith,139
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,133
258006501648500,Наш Дом Ришон,ישראל ביתנו,133
104222621115858,הביטחוניסטים,הביטחוניסטים,132
442803666117251,Yaniv Markowitz - יניב מרקוביץ׳,Yaniv Markowitz,132
120219177648236,רוח חדשה ברמלה - בראשות רותם כהן כחלון,רוח חדשה ברמלה - בראשות רותם כהן כחלון,128
1508923232754893,מועצה אזורית שומרון,מועצה אזורית שומרון,126
103851895179872,אמהות לביאות,אמהות לביאות,122
101783656248845,صفحة السيد سامي عيسى الرسمية مرشح لرئاسة بلدية كفرقاسم,صفحة السيد سامي عيسى الرسمية مرشح لرئاسة بلدية كفرقاسم,122
