Page ID,Page name,Disclaimer,Amount spent (ILS)
107217383988190,מגזין אפוק,Epoch Magazine,2098
219091481560790,מרים פיירברג - איכר,נתניה אחת,1587
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,1299
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,806
2000794536638986,אהרון אורגד - מחוברים למען נתניה,אהרון אורגד - מחוברים למען נתניה,750
295211077200566,מרצ כפר סבא,מרצ כפר סבא,672
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,635
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,564
114201461733889,"מיכאל וידל- ראש עיריית רמלה, העמוד הפוליטי",ראש העיר מיכאל וידל,562
112169951926386,אלון רוזן,אלון רוזן,547
104404418153739,דנית ברביבאי,דנית ברביבאי,500
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,468
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",410
1372218169585611,"איתי מתיתיהו - סגן ראש העירייה, יו""ר רשימת יש עתיד וצעירי ראשון לציון","איתי מתיתיהו - סגן ראש העירייה, יו""ר רשימת יש עתיד וצעירי ראשון לציון",409
686234638242071,חיים ביבס,חיים ביבס,372
615531405455497,הדר לביא,הדר לביא,370
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,357
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",335
1662907067255622,איגוד הגז הטבעי,Unik,332
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,327
1073548259341247,לובי 99,לובי 99,327
104422122740691,Рами Гринберг - мэр Петах-Тиквы,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,307
108115348997001,מידן בר לראשות מועצת עמק חפר,מידן בר,306
111207016890796,Liora Levy - ליאורה לוי,נתניה אחת,300
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,299
108475418971479,Ави Слама - новый мэр Нетании,Ави Слама - новый мэр Нетании,298
107863545666861,"עו""ד נתנאל אחרק - מועמד לראשות עיריית ראש העין",נתנאל אחרק,291
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",270
204780362875106,מקור ראשון,מקור ראשון,268
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,253
206510126595474,Максим Бабицкий,Максим Бабицкий,243
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,243
113842953300993,מצלמת אבטחה ונסיעה לרכב Proof,These ads ran without a disclaimer,213
251119721945461,אופיר סופר - Ofir Sofer,"ח""כ אופיר סופר",197
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,194
