Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,552239
1438703606372190,Elham Said Freiha,Elham Freiha,373134
106425851213086,L'Orient Today,L'Orient Today,223881
110470091436602,Ici Beyrouth,Ici beyrouth,164179
106197498149118,لبنان الكبير,Grand Lebanon,159702
137195823051820,Maharat Foundation,Maharat Foundation,134328
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,104478
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,104478
394633411339696,fiftyfiftylb,FiftyFiftylb,89552
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,74627
1744356319118477,هنا لبنان,هنا لبنان,59701
102159074552873,لبنان التغيير,لبنان ينتقض,59701
2351186658355640,Lebanon And The World - لبنان والعالم,Lebanon And The World - لبنان والعالم,59701
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,44776
105319651353770,Jusur,Jusur,32836
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,29851
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,29851
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,14925
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,14925
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,14925
107698404702208,Alkalima,Alkalima Onlime,14925
116141051407408,Amin Salam,Rami Salam,14925
142329112477770,البنك الدولي,These ads ran without a disclaimer,14925
109112633772887,180post,180Post,14925
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,14925
101289218907718,Web News,These ads ran without a disclaimer,≤100
101821442049816,Hadath online,Wassim El Adhami,≤100
150793518281117,Covestro,These ads ran without a disclaimer,≤100
10606591490,TIME,These ads ran without a disclaimer,≤100
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,≤100
104160934265925,State of Denmark,These ads ran without a disclaimer,≤100
