Page ID,Page name,Disclaimer,Amount spent (ISK)
573559522797177,Flokkur fólksins,Flokkur Fólksins,1420
88342113892,Landvernd umhverfisverndarsamtök,Landvernd,897
737169626371453,Heimildin,Stundin,630
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,290
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,261
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,212
154893001218870,ADHD samtökin,ADHD samtökin,110
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
123618754345051,Umhverfisstofnun,Umhverfisstofnun,≤100
111830524657428,Flæði - Vatnsmeðferðir,These ads ran without a disclaimer,≤100
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100
