Page ID,Page name,Disclaimer,Amount spent (GBP)
7715002593,UNICEF UK,Unicef UK,6426
102639461303190,Fair Pay For All,Fair Pay For All,5293
106626487721376,Amazon Europe,Amazon Europe,5151
311627208673,WWF UK,WWF UK,3125
13047522725,Crimestoppers,Crimestoppers,2457
9250349228,Greenpeace UK,Greenpeace UK,2205
345463602161853,bp,bp,1888
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1719
121936349543,World Vision UK,World Vision UK,1263
7043497714,Christian Aid,Christian Aid,1158
101958682650112,ESG UK,Energy Saving Grants,1046
799576543492660,The Week Junior,The Week Junior,1009
6406164817,Viva!,Viva! Vegan Charity,872
177855115588808,The Week UK,The Week UK,836
26698813123,British Red Cross,British Red Cross,797
105298484651843,SME Climate Hub,SME Climate Hub,758
114806378280041,Stop dog attacks on English sheep,AZ Advice Limited,750
34044296391,Surfers Against Sewage,Surfers Against Sewage,689
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),630
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,596
119085418114832,The Body Shop,The Body Shop,590
103662352102391,Family Debt Help,Ian Keith Parsons,582
112712550420527,Ekō UK,Ekō,576
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",574
569834799727730,National Grid UK,National Grid UK,562
139695000173,Good Energy,Good Energy,559
18168505158,The Woodland Trust,Woodland Trust,556
35671512696,World Animal Protection UK,World Animal Protection UK,551
10677003998,Shelter,Shelter,547
109088285010415,Bucovineanul-Voloșeniuc Ștefan,Jinesh Pravinchandra Shah,529
59367068326,The Ramblers,The Ramblers,528
220543443746,International Rescue Committee - UK,International Rescue Committee UK,473
186622728032,RSPB,RSPB,428
117476785190,Save the Children UK,Save the Children UK,421
6316017331,Terrence Higgins Trust,Terrence Higgins Trust,398
353224381469808,ifaw,IFAW,391
10114144851,NSPCC,NSPCC,384
7527864602,WaterAid UK,WaterAid UK,378
104255571968810,Save My Vape,Save My Vape,365
123311187737843,GSK,GSK,356
175338329150218,Help For Heroes,Help for Heroes,315
