Page ID,Page name,Disclaimer,Amount spent (DKK)
101875098313543,Andel,Andel,3213
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,1436
22030968736,Anima,Anima,1260
26458152911,SOS Børnebyerne,SOS Børnebyerne,1078
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,991
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,958
220361474643059,Arla,Arla,766
65929129383,Røde Kors,Røde Kors,689
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,582
59143726810,Psykiatrifonden,Psykiatrifonden,482
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,468
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,395
748887235210811,Obton Forvaltning A/S,Obton A/S,331
867877683280051,Weekendavisen,Weekendavisen,236
399210657232918,PlanBørnefonden,PlanBørnefonden,222
12787473132,Berlingske,Berlingske,209
105511328705392,HØRT,Børns Vilkår,199
304554445813,Videncentret Bolius,Videncentret Bolius,173
55365680705,Greenpeace Danmark,Greenpeace Danmark,161
133707013355759,Danner,Danner,155
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,152
126543540781090,Ældre Sagen,Ældre Sagen,149
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,146
250994288337708,Sex og Samfund,Sex og Samfund,138
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,137
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,135
102154048301476,Lederstof.dk,Lederne,131
130388840342741,Danske Bank,Danske Bank,108
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,106
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,102
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,≤100
1104790642968068,Peter Seier Christensen,Nye Borgerlige,≤100
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,≤100
114022008656246,Danmarks Indsamling,Danmarks Indsamling,≤100
