Page ID,Page name,Disclaimer,Amount spent (DKK)
67571270393,Red Barnet,Red Barnet,4057
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,2365
399210657232918,PlanBørnefonden,PlanBørnefonden,1568
250994288337708,Sex og Samfund,Sex og Samfund,1416
59143726810,Psykiatrifonden,Psykiatrifonden,1338
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,955
111064405631701,nemlig.com,nemlig.com,929
65929129383,Røde Kors,Røde Kors,825
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,808
123653695693986,Motatos Danmark,Motatos,733
26458152911,SOS Børnebyerne,SOS Børnebyerne,623
66328502645,Dagbladet Information,Dagbladet Information,570
748887235210811,Obton Forvaltning A/S,Obton A/S,531
12860228293,Politiken,Politiken,489
12787473132,Berlingske,Berlingske,482
159000594147871,Mary Fonden,Mary Fonden,425
55365680705,Greenpeace Danmark,Greenpeace Danmark,377
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,348
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,342
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,316
342716189117135,Sparekassen Danmark,Sparekassen Danmark,288
304554445813,Videncentret Bolius,Videncentret Bolius,271
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,261
102154048301476,Lederstof.dk,Lederne,253
126543540781090,Ældre Sagen,Ældre Sagen,214
304554445813,Videncentret Bolius,Bolius,192
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,191
106468772046278,Project Greensand,Project Greensand,186
287306323369,Børnecancerfonden,Børnecancerfonden,174
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,168
19176473894,IMS (International Media Support),IMS (International Media Support),161
867877683280051,Weekendavisen,Weekendavisen,161
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,160
133707013355759,Danner,Danner,157
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,115
191492900934553,"Louise Schelde Frederiksen - Jurist og Lektor, cand.jur","Louise Schelde Frederiksen - Jurist og Lektor, cand.jur",113
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,107
246977185497434,Plastic Change,Plastic Change,≤100
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,≤100
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,≤100
676061179094769,Alternativet,Alternativet,≤100
220361474643059,Arla,Arla,≤100
105511328705392,HØRT,Børns Vilkår,≤100
104935758853057,Kim Alexander Jensen - Liberal Alliance,Kim Alexander Lykke Jensen,≤100
717729004986072,PwC Danmark,These ads ran without a disclaimer,≤100
36664432940,Amnesty International Danmark,Amnesty Danmark,≤100
314676938743,DM din akademiske fagforening,DM,≤100
