Page ID,Page name,Disclaimer,Amount spent (PLN)
106204692244510,Jigsaw Polska,Jigsaw,≤100
1814756408784280,Centrum Koordynacji Projektów Środowiskowych,Centrum Koordynacji Projektów Środowiskowych,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
170854966281100,Wspólnota Burego Misia,Fundacja Wspólnoty Burego Misia im. Bogdana Jańskiego,≤100
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,≤100
520622821361969,Marcin Iwuć - Finanse Bardzo Osobiste,Marcin Iwuć - Finanse Bardzo Osobiste,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,≤100
319296981434608,De Dietrich Polska,BDR Thermea Poland Sp. z o.o.,≤100
1927638294214746,Amicus Fundacja Łuszczycy i ŁZS,AMICUS Fundacja Łuszczycy i ŁZS,≤100
