Page ID,Page name,Disclaimer,Amount spent (VND)
109874745174543,Vàng Bạc Kim Ngọc Anh,These ads ran without a disclaimer,29403
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,17502
103034068547820,Xuất khẩu lao động Du học Nhật,These ads ran without a disclaimer,11507
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,5910
100501456174615,Kho Tàng Sách Cổ Xưa,These ads ran without a disclaimer,3247
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,1608
113899670306066,Poljot Int VN,These ads ran without a disclaimer,1527
1433703283355526,Tủ Sách Pháp Luật,These ads ran without a disclaimer,1172
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1097
109789038504925,جمعیت اہلحدیث  پاکستان,These ads ran without a disclaimer,329
108685817326606,Truther Piece Official,These ads ran without a disclaimer,282
