Page ID,Page name,Disclaimer,Amount spent (UYU)
605540860101596,Diario Criollo,Diario Criollo,1048
292074670808351,Frente Amplio,Frente Amplio,612
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,213
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
151203664917967,Departamental  Flores PCU,Departamental Flores PCU,≤100
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,≤100
1435130076731101,Remo Monzeglio,These ads ran without a disclaimer,≤100
111275955149206,Programa de ligereza y sabor express,These ads ran without a disclaimer,≤100
197074680394276,ExpoForest,These ads ran without a disclaimer,≤100
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100
1623035814584075,Eppendorf do Brasil,These ads ran without a disclaimer,≤100
