Page ID,Page name,Disclaimer,Amount spent (JMD)
681614015247190,Caribbean National Weekly,These ads ran without a disclaimer,≤100
106371421638847,"Ministry of Infrastructure & Tourism, Anguilla",These ads ran without a disclaimer,≤100
