Page ID,Page name,Disclaimer,Amount spent (SAR)
101907775761859,الشرق رياضة,These ads ran without a disclaimer,≤100
206572323094856,WHITE EVENT,These ads ran without a disclaimer,≤100
497694444014873,تبايُع Tabayu,These ads ran without a disclaimer,≤100
1566356296994134,Khawattdenya,These ads ran without a disclaimer,≤100
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100
473477439675375,THE WAY Back To Eden,These ads ran without a disclaimer,≤100
104023032522024,shahanarafeeque,These ads ran without a disclaimer,≤100
101313852689002,أوكرانيا.ua,These ads ran without a disclaimer,≤100
717828471680380,Princess Basma Bint Talal Office مكتب الأميرة بسمة بنت طلال,These ads ran without a disclaimer,≤100
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100
