Page ID,Page name,Disclaimer,Amount spent (USD)
105171972523647,Kilas Pro ᴴᴰ,These ads ran without a disclaimer,≤100
517748211684427,Academy for Peace and Development - APD,These ads ran without a disclaimer,≤100
107353641812359,Hargeisa Money Exchange,These ads ran without a disclaimer,≤100
106842858489193,Cooking Center - Restaurant Game,These ads ran without a disclaimer,≤100
358597461204422,Hassan Mahamed Hassan,These ads ran without a disclaimer,≤100
101419699415575,Hon. Mohamed Said Farole,These ads ran without a disclaimer,≤100
