Page ID,Page name,Disclaimer,Amount spent (BSD)
109784241737504,A Closer Look,Fincastle Media Group,≤100
1025152104235573,Team Cooper - Chester Cooper,Isaac Chester Cooper,≤100
681614015247190,Caribbean National Weekly,These ads ran without a disclaimer,≤100
111026898242419,Senator Michela Barnett-Ellis,Michela Elaine Ellis,≤100
