Page ID,Page name,Disclaimer,Amount spent (USD)
100731068353489,Conteo Final,Conteo Final,≤100
134687123337151,CDC HIV,Centers for Disease Control and Prevention,≤100
921043291407287,Junta de Planificación,Junta de Planificación de Puerto Rico,≤100
292680997602545,Manuel Calderón Cerame,Comité Manuel Calderón Cerame,≤100
189445177858595,Metropistas,Metropistas,≤100
421836407865197,Quiebras Lirio Torres Justiniano,Quiebras Lirio Torres Justiniano,≤100
48049744053,Food Bank of Central & Eastern North Carolina,"FOOD BANK OF CENTRAL & EASTERN NORTH CAROLINA, INC.",≤100
458292390950199,Start Talking. Stop HIV.,Centers for Disease Control and Prevention,≤100
105991982178925,Josué Quiñones Moret,Josué Quiñones Moret,≤100
1547457055530916,Comité  Pip Cayey Oficial,Comité Pip Cayey Oficial,≤100
105331225110014,Jose Garcia-Mayor,These ads ran without a disclaimer,≤100
104760636770,Vera Institute of Justice,Vera Institute of Justice,≤100
102548899102496,Beefy’s Grilled Hot Dogs,These ads ran without a disclaimer,≤100
112458078432694,Mi Alcaldía PR,Mi Solutions LLC,≤100
117425416328626,Asamblea de Pueblo de Bayamón,These ads ran without a disclaimer,≤100
104592172188409,Best Novel,These ads ran without a disclaimer,≤100
105993115573781,fabiannenrique,These ads ran without a disclaimer,≤100
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100
326881134475006,Xarimar Acevedo Pabón,These ads ran without a disclaimer,≤100
349791962189803,The Bridesblush Social,These ads ran without a disclaimer,≤100
110448677424903,Toyota Financial Services PR,These ads ran without a disclaimer,≤100
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100
