Page ID,Page name,Disclaimer,Amount spent (JMD)
183757271681416,The Governor-General's Programme for Excellence - GGPE,The Governor-General's Programme for Excellence,≤100
625834550916173,Law office of Mark A. Douglas PA,These ads ran without a disclaimer,≤100
