Page ID,Page name,Disclaimer,Amount spent (VND)
116930904787617,Tuyển bảo vệ - tạp vụ Bắc Ninh - Bắc Giang,These ads ran without a disclaimer,26023
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,24720
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,11533
112977278547511,Phát triển tài chính kinh tế mới 2023,These ads ran without a disclaimer,8990
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,8041
107497901963061,Sách Hay Chọn Lọc,These ads ran without a disclaimer,3032
118828961151139,Trung Tâm Nhân Giống F1,These ads ran without a disclaimer,2860
105958092413680,Tài Chính Kinh Tế Bền Vững,These ads ran without a disclaimer,1299
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,748
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,519
105972995906692,CTCP DV GIẢI TRÍ THÔNG MINH có gì?,These ads ran without a disclaimer,181
110961992051943,Ebook Tài Liệu,These ads ran without a disclaimer,≤100
115016405005560,Nắm Bắt Tương Lai 2023,These ads ran without a disclaimer,≤100
113399258473117,Người Tốt - Lương Y Phạm Văn Thanh - Chữa Dứt Điểm bệnh Dạ Dày Đại Tràng,These ads ran without a disclaimer,≤100
