Page ID,Page name,Disclaimer,Amount spent (CRC)
643513979193133,Unidos por Beatriz,Neuma,1920
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,676
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,554
265843867173714,La Revista,La Revista,298
102084562479533,Digital506,Digital506,255
232819840394548,Punto y Aparte,Asociación de Periodismo Colaborativo Punto y Aparte,≤100
299756937371188,Cristian Valverde,Cristian Val,≤100
117476041631671,AmCham Costa Rica,AmCham Costa Rica,≤100
100458145272113,TBrown Art,These ads ran without a disclaimer,≤100
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,≤100
797815127058039,Delighttourscancun,These ads ran without a disclaimer,≤100
