Page ID,Page name,Disclaimer,Amount spent (KES)
271965666532069,Fight Inequality Alliance,Yvonne Carol Wanjiku Ndirangu,2205
223287104715778,Oxfam,Oxfam,1010
590244531002882,Hon. Adan Keynan Wehliye,Yusuf Hashi Duale,832
227862171115022,Better4Kenya,W.R.T.H.C LLC (hive),399
509697052435715,Ampath Kenya,These ads ran without a disclaimer,366
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,194
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,138
101414459084910,Stephen Munania,Stephen Munania,123
1794191833968562,"Hon Kabinga Wachira Wathayu, OGW - Mwea MP",Patrick Macharia Kaboi,≤100
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,≤100
204740833658478,Exness careers,These ads ran without a disclaimer,≤100
500895353689021,Africa's Business Heroes,These ads ran without a disclaimer,≤100
107303168879177,therealafricandiary,These ads ran without a disclaimer,≤100
