Page ID,Page name,Disclaimer,Amount spent (CRC)
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,2398
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,1199
398213773584498,Rankia Chile,These ads ran without a disclaimer,619
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,600
102084562479533,Digital506,Digital506,588
265843867173714,La Revista,La Revista,309
450806748585319,María Marta Carballo Diputada,Gabriela De Los Angeles Marin Quijano,≤100
903379026492506,Articulación de Movimientos Sociales y OSC Nicaragua,These ads ran without a disclaimer,≤100
1853166571637415,RISEI,These ads ran without a disclaimer,≤100
109367938666013,vozamx,These ads ran without a disclaimer,≤100
101083206132508,accesyble,These ads ran without a disclaimer,≤100
