Page ID,Page name,Disclaimer,Amount spent (UYU)
292074670808351,Frente Amplio,Frente Amplio,219
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,≤100
127563343937400,Ágora Consultores | Investigación Social Aplicada,Ágora Consultores: Investigación Social Aplicada,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
131947030163002,Periódico Liberarce,These ads ran without a disclaimer,≤100
1428408544046887,Flacso Uruguay,These ads ran without a disclaimer,≤100
109116955323649,revistaportfolio_,These ads ran without a disclaimer,≤100
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,≤100
305828002808516,INHOPE - International Association of Internet Hotlines,These ads ran without a disclaimer,≤100
