Page ID,Page name,Disclaimer,Amount spent (ISK)
314036327204,VR,VR,1553
737169626371453,Stundin,Stundin,694
152804904889,Samfylkingin,Samfylkingin,421
105818888034867,Ingibjörg Isaksen,Ingibjörg Isaksen,263
105116352958747,ÖBÍ réttindasamtök,ÖBÍ réttindasamtök,224
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,206
154893001218870,ADHD samtökin,ADHD samtökin,151
276274722490886,Alþýðusamband Íslands - ASÍ,Alþýðusamband Íslands - ASÍ,149
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,134
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,126
106979180938014,Samstöðin,Samstöðin ehf,121
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,101
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,≤100
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
101432772170839,Playermaker,These ads ran without a disclaimer,≤100
104376759188069,Agsky-scrape,These ads ran without a disclaimer,≤100
719389894752581,Platform of European Memory and Conscience,These ads ran without a disclaimer,≤100
