Page ID,Page name,Disclaimer,Amount spent (CRC)
118971778191074,Partido Liberación Nacional,Partido Liberación Nacional,1084
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,683
265843867173714,La Revista,La Revista,196
161538647202796,David Segura - Diputado,David Segura - Diputado,161
101793669214903,Lili Almeida,These ads ran without a disclaimer,114
102084562479533,Digital506,Digital506,≤100
442223126603860,Upala Avanza,Upala Avanza,≤100
949509571848302,Paola Valladares Rosado,These ads ran without a disclaimer,≤100
118459734573524,Coopemun R.L,These ads ran without a disclaimer,≤100
1697191247176676,Diego Miranda Méndez,Diego Miranda Méndez,≤100
1540070352761579,Leslye Bojorges,Leslye Bojorges,≤100
572203686296623,Relieved,These ads ran without a disclaimer,≤100
