Page ID,Page name,Disclaimer,Amount spent (XAF)
106029341955124,Livre - L'Organisation mondiale des douanes,These ads ran without a disclaimer,≤100
166552420658535,Mawete  Média,These ads ran without a disclaimer,≤100
821430017924241,Sungrow,These ads ran without a disclaimer,≤100
522040488002422,Babbel,These ads ran without a disclaimer,≤100
