Page ID,Page name,Disclaimer,Amount spent (PHP)
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,1823
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,1223
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,869
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,738
420499997993849,Ferjenel Gonzales Biron,Prometheus Productions,518
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,382
265779500134955,SM Supermalls,SM Supermalls,206
101382091400564,Atty. Tony Roman,Sulong Pilipinas,206
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,169
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",163
185986004827409,UNFPA Philippines,Brown Bag Communications,147
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",121
378813345524368,Haier,Haier,105
505887912898325,Positive Energy,Energy Development Corporation,≤100
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,≤100
112652218287406,Nissan/Hyundai-Kalibo Aklan,These ads ran without a disclaimer,≤100
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,≤100
152955311416350,Silka,These ads ran without a disclaimer,≤100
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,≤100
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,≤100
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,≤100
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,≤100
495629064258114,Lolita Karen Javier,Amor U. Nacional,≤100
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,≤100
1513598595608136,Konsehal Phillip Yerro Kimpo,Phillip Jr Yerro Kimpo,≤100
108285398860955,Evolve Republic,Trisha Maureen Tampos Escasa,≤100
163550757135020,News5,News5,≤100
1332938170076882,Tatak QC,Polsure,≤100
784522714997609,Commission on Human Rights of the Philippines,Commission on Human Rights of the Philippines,≤100
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Diomar Dizon Lagunero,≤100
340576463286386,Mayor Warren Pabillaran,Elnest Walven Valdez Tagabi,≤100
113178534485189,OFW Partylist,OFW Partylist,≤100
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,≤100
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,≤100
