Page ID,Page name,Disclaimer,Amount spent (VND)
112745396862250,Kushiqu - Điều Trị Gút Tận Gốc - Không Tái Lại,These ads ran without a disclaimer,38436
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,24999
100662756259026,Thanh Vân Hugo,These ads ran without a disclaimer,18236
101213791790664,Xưởng tranh 6D pha lê Tài Lộc,These ads ran without a disclaimer,9992
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,3335
1507429892822619,BOM Money,BOM Money,2575
111101608590590,Tài Chính VIB 2023,These ads ran without a disclaimer,530
109531258429057,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,422
101865258169428,ĐEN Secondhand,ĐEN Secondhand,219
103504685839697,SÁCH TỔNG HỢP,These ads ran without a disclaimer,204
107129734670954,Ước Mơ Việt Tân,These ads ran without a disclaimer,≤100
139577716095155,Newcastle University,These ads ran without a disclaimer,≤100
