Page ID,Page name,Disclaimer,Amount spent (BSD)
137651823623470,Office of the Prime Minister - The Bahamas,The Office of The Prime Minister Bahamas,≤100
105241441562595,Bob's Hideout - Stories,These ads ran without a disclaimer,≤100
114606549484,Philip Brave Davis,The Office of The Prime Minister Bahamas,≤100
108786101365665,Senator Maxine Seymour,Senator Maxine Seymour,≤100
