Page ID,Page name,Disclaimer,Amount spent (DKK)
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,1322
12212835049,Syddansk Universitet – University of Southern Denmark,Syddansk Universitet,1030
12860228293,Politiken,Politiken,881
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,783
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,733
26458152911,SOS Børnebyerne,SOS Børnebyerne,720
65929129383,Røde Kors,Røde Kors,673
399210657232918,PlanBørnefonden,PlanBørnefonden,401
22030968736,Anima,Anima,340
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,325
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,323
110321008383861,Red Barnets landsindsamling,Red Barnet,320
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,312
12787473132,Berlingske,Berlingske,304
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,303
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",245
304554445813,Videncentret Bolius,Videncentret Bolius,225
224187210962818,FynBus,FynBus,214
55365680705,Greenpeace Danmark,Greenpeace Danmark,197
779533958878609,SparEnergi - Energistyrelsen,These ads ran without a disclaimer,190
748887235210811,Obton Forvaltning A/S,Obton A/S,187
167891603415958,Lederne,Lederne,186
102154048301476,Lederstof.dk,Lederne,177
1029970060346902,EWII,EWII A/S,174
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,173
154415494575789,IDA,IDA,168
867877683280051,Weekendavisen,Weekendavisen,163
363339517015011,Aabenraa Kommune,Aabenraa Kommune,159
405892706501089,Med Israel for fred - MIFF Danmark,MIFF (Med Israel for fred),158
133707013355759,Danner,Danner,150
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,146
304554445813,Videncentret Bolius,Bolius,124
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,106
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,106
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,105
130388840342741,Danske Bank,Danske Bank,104
250994288337708,Sex og Samfund,Sex og Samfund,≤100
