Page ID,Page name,Disclaimer,Amount spent (SLL)
331095246920291,Sylvia Olayinka Blyden,Blyden Sylvia Olayinka,170000
208685479508187,U-Report Global,These ads ran without a disclaimer,30000
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100
104197914934368,E.T. Gunnarsson,These ads ran without a disclaimer,≤100
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100
