Page ID,Page name,Disclaimer,Amount spent (CRC)
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,1663
265843867173714,La Revista,La Revista,1238
117476041631671,AmCham Costa Rica,AmCham Costa Rica,1108
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,554
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,554
102643532445938,Ada Acuña - Diputada,Jacqui Solano,383
299756937371188,Cristian Valverde,Cristian Val,300
101236935303293,Trivia.com - Trivia,These ads ran without a disclaimer,≤100
103982862530012,mailatamchina,These ads ran without a disclaimer,≤100
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100
738777416145406,The Agam Agenda,These ads ran without a disclaimer,≤100
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,≤100
