Page ID,Page name,Disclaimer,Amount spent (LSL)
100399056233121,Maisa Paiva,These ads ran without a disclaimer,≤100
104465182004235,Baba Putlela Entertainments,These ads ran without a disclaimer,≤100
106931698352366,Materials MDPI,These ads ran without a disclaimer,≤100
