Page ID,Page name,Disclaimer,Amount spent (USD)
109854728594212,برنامج تحديث القطاع العام,برنامج تحديث القطاع العام,≤100
103323581486845,النائب سليمان موسى ابو يحيى,Sleman Abuyahia,≤100
546232455832015,Yellow Door Energy,These ads ran without a disclaimer,≤100
664477853670759,المكتب الاعلامي للنائب معتز ابورمان,Moutaz Abu Rumman,≤100
521303771314889,وزارة الصناعة و التجارة و التموين الاردنية Mit.gov.jo,Muhanad Alomyan,≤100
198892435401,University of Chicago Booth School of Business,These ads ran without a disclaimer,≤100
107141858896307,Rewell Society,Rewell Society,≤100
111934298458280,مجموعة القبة الإعلامية,مجموعة القبة الإعلامية,≤100
1482513345352120,ضافي العبداللات Dafi Alabdallat,These ads ran without a disclaimer,≤100
113791238657176,قناة العربية  Al Arabiya,These ads ran without a disclaimer,≤100
103121911200459,ahmad_bani_hani,These ads ran without a disclaimer,≤100
102931605845722,تيار وطني يهدف لتأسيس حزب باسم العمل,حزب العمل,≤100
1438076366477515,التلفزيون العربي,These ads ran without a disclaimer,≤100
