Page ID,Page name,Disclaimer,Amount spent (BBD)
260915342653,Banks Beer,These ads ran without a disclaimer,≤100
140515453215980,DEPUTY,These ads ran without a disclaimer,≤100
103119027899256,Caribbean Climate-Smart Accelerator,These ads ran without a disclaimer,≤100
