Page ID,Page name,Disclaimer,Amount spent (VEF)
564188034075673,Roberto Enriquez,an advertiser in Venezuela,347495
104091038449997,Ademacoach,These ads ran without a disclaimer,1121
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,≤100
112759588312679,cesaralmeida2024,an advertiser in Venezuela,≤100
222717911120348,Venus Remedies Limited,These ads ran without a disclaimer,≤100
11449543593,Carlos Ocariz,an advertiser in Venezuela,≤100
1661718987196019,Familia Colán - Perú - Nueva Pagina,These ads ran without a disclaimer,≤100
131314590235972,DW Español,These ads ran without a disclaimer,≤100
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,≤100
100357715349653,Noticias del Oso,These ads ran without a disclaimer,≤100
