Page ID,Page name,Disclaimer,Amount spent (UYU)
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
2229936167288652,Juan Sartori,Equipo Juan Sartori,≤100
101576612559854,Encuentro ENFA,Encuentro EnFA,≤100
105896849068225,Great job,These ads ran without a disclaimer,≤100
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,≤100
105100581738184,Lista 400 Salto,José Luis Ambrosoni Secco,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
316246769083069,Corruptos Radio,Juan Andrés Gómez Robaina,≤100
104979284820672,CIEEN,These ads ran without a disclaimer,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
