Page ID,Page name,Disclaimer,Amount spent (AOA)
107801918890922,Masfamu Angola,Masfamu Angola,≤100
100235755485045,Defesa Africana,These ads ran without a disclaimer,≤100
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100
