Page ID,Page name,Disclaimer,Amount spent (TRY)
877839188967827,Büyük Türkiye,Adem Demirkol,2494
1807684336017268,Rıdvan Eşin,Gökhan Öztürk,2296
141870402543282,AK Parti,Ak Parti,1648
701383649899309,MHP Aydın İl Başkanlığı,MHP Aydın İl Başkanlığı,1173
114651884945940,Zafer Partisi Aydın 1. Sıra Milletvekili Adayı Seray Ünbay,Sensin Kumcuoğlu,829
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,717
176338225842984,Yeşil Sol Parti,Yeşil Sol Parti,531
510344522371733,Oy ve Ötesi,Oy ve Ötesi,462
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),410
109797878715416,Av. Mustafa ABAK,Ali Çakmakcı,300
105964842465200,Veteriner Hekim Ziya Yılmaz,Ziya Yılmaz,175
1380594035550142,Aydınpost,AYDINPOST,167
417251848779475,Mehmet Ersoy,Mehmet Ersoy,131
457983201324467,Ahmet Ertürk Aydın Milletvekili Adayı,Ahmet Ertürk,118
1930475813747433,Anket Araştırma Merkezi,Anket Araştırma Merkezi,103
110222395380504,Vedat Necmettin Arslanoğlu,Vedat Necmettin Arslanoğlu,≤100
101316846258251,İbrahim Şenel,Ibrahim Şenel,≤100
114269278299196,Ahmet Ertürk İyi Parti,Ahmet Ertürk,≤100
294889615437,Sinan Oğan,Sinan Oğan,≤100
274475286702,Muharrem İNCE,Muharrem İNCE,≤100
432246233457476,اخبار الوادي الجديد,These ads ran without a disclaimer,≤100
950162258347563,Denizli Medya,Denizli Medya,≤100
426339260809702,Oğul Aktuna,Oğul Aktuna,≤100
101775612900057,Ömer Özmen,Ömer Özmen,≤100
106977872374373,İsmail Aybars AKSOY,Aybars Aksoy,≤100
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,≤100
526021844442630,İYİ Parti Denizli İl Başkanlığı,İYİ Parti Denizli İl Başkanlığı,≤100
1930475813747433,Anket Araştırma Merkezi,Rukiye Şeyma Aydın,≤100
319026564921676,Vatan Partisi,Vatan Partisi,≤100
105653029090851,Şenol Aslanoğlu,Şenol Aslanoğlu,≤100
108107585034488,Bahadır Erdem,Bahadır Erdem,≤100
418278521564377,CHP Muğla İl Başkanlığı,CHP Muğla İl Başkanlığı,≤100
1581936098727585,Bilal Uludağ,Bilal Uludağ,≤100
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,≤100
154237964677450,İntegral Yatırım Menkul Değerler A.Ş.,These ads ran without a disclaimer,≤100
103728271055286,Selçuk Kılıçaslan,Selcuk Kilicaslan,≤100
76599755300,Kemal Kılıçdaroğlu,Kemal Kılıçdaroğlu,≤100
392491680944925,Mevlüt Çavuşoğlu,Mevlüt Çavuşoğlu,≤100
105329881493726,Rüstem Çetinkaya,Temmer Marble,≤100
191453580768,Yeni Şafak,Piri Medya Anonim Sirketi,≤100
390908874869907,Aydınlık Yaşam,These ads ran without a disclaimer,≤100
459314071262613,Zeynettin Aydın,Zeynettin Aydın,≤100
210636876843,Türkiye Gençlik Birliği (TGB),Türkiye Gençlik Birliği-TGB,≤100
102759276133977,Sema Silkin Ün,Sema Silkin Ün,≤100
350156169488363,KADEM METE,KADEM METE,≤100
928921137187670,ALİ UÇAK,Volkan Erel,≤100
532775093532626,Yücel Bulut,Yucel Bulut,≤100
226198834257755,Türkiye İşçi Partisi MUĞLA,Türkiye İşçi Partisi MUĞLA,≤100
109557384233443,Yüksel Taşkın,Yüksel Taşkın,≤100
500796300357232,Turgay Baştuğ,Milliyetçi Hareket Partisi Ankara İl Başkanlığı,≤100
1028368393892777,Mehmet Ali Özkan,Mehmet Ali ÖZKAN,≤100
839363442860590,Dr. Mustafa Canbey,Mustafa Canbey,≤100
319726958236378,Turan Yaldır,Turan Yaldır,≤100
104555602151780,Ebrar Nura Umutol,Emrah Bilaloglu,≤100
118519987873082,Nebi Hatipoğlu,Orangefox Agency,≤100
1256361374466644,Osman Zabun,Osman Zabun,≤100
210993622366044,TVNET,TVNET,≤100
1411702415710467,Zekai Kaya,Zekai Kaya,≤100
114597108291949,,Abdelrahman Farouk,≤100
103285814499773,Hikmet Yalım Halıcı,Hikmet Yalım Halıcı,≤100
