Page ID,Page name,Disclaimer,Amount spent (CRC)
643513979193133,Unidos por Beatriz,Neuma,1700
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,600
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,600
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,600
117476041631671,AmCham Costa Rica,AmCham Costa Rica,600
161538647202796,David Segura - Diputado,David Lorenzo Segura Gamboa,308
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,≤100
299756937371188,Cristian Valverde,Cristian Val,≤100
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,≤100
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100
