Page ID,Page name,Disclaimer,Amount spent (HNL)
703368406666619,Vox Populi HN,Vox Populi HN,107
114601521910,Jorge Aldana,Jorge  Aldana,≤100
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,≤100
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,≤100
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
108854322177699,Titanes de la Niñez,Con Mis Hijos No Te Metas HN,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
1047750315359377,Tato Loucel,Edgardo  Hernan Loucel Aguilera,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
101815346187356,Periódico Poder Popular HN,These ads ran without a disclaimer,≤100
1823807254333065,Soy Más País,These ads ran without a disclaimer,≤100
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
856012741442139,Ipas LAC,Astrid Leticia Aguilar Pinell,≤100
109459948457740,Gustavo Caceres Diputado,Gustavo Alberto Caceres Banegas,≤100
100685516644957,Fundación Foro,These ads ran without a disclaimer,≤100
