Page ID,Page name,Disclaimer,Amount spent (XAF)
221346451609520,Vadim Osdet Mvouba,Magikcommunication,594
116036061493356,Jeune Afrique,These ads ran without a disclaimer,≤100
152371708808907,Echo du Vrai Média,These ads ran without a disclaimer,≤100
170360176854212,La JEUNE GARDE,These ads ran without a disclaimer,≤100
